origin,destination,distance,origin_lat,origin_lon,dest_lat,dest_lon,season,day_of_week,hour,is_weekend,is_peak_hour,user_profile,user_age,user_income,price_sensitivity,time_priority,comfort_priority,transport_type,available_train,available_bus,available_flight,base_demand,seasonal_multiplier,weather_factor,special_event,actual_price,actual_time,user_satisfaction
Bari,Brescia,729.0395435734436,41.1177,16.8719,45.5416,10.2118,summer,0,12,False,False,budget,41,28466.749955303454,0.9139853347912416,0.3462616128164959,0.28713892115749234,bus,False,True,False,0.9903715740292476,1.25,1.0961872688125953,0,75.83,9.11,0.455
Roma,Reggio Calabria,500.0349871399832,41.9028,12.4964,38.1061,15.6444,spring,0,8,False,True,business,30,40858.88140265241,0.1,0.7097265427874828,0.606824684931386,bus,False,True,False,0.7930484646330935,1.05,0.9398969132968379,1,44.25,8.74,0.294
Firenze,Salerno,448.7734526327139,43.7696,11.2558,40.6824,14.7681,summer,6,17,True,True,leisure,33,75974.00339291562,0.8260801701646499,0.19436025928934308,0.5472517948021335,bus,False,True,False,1.4630657532541496,1.25,0.8230242270639049,1,66.93,7.46,0.465
Firenze,Pisa,68.80517205790444,43.7696,11.2558,43.7228,10.4017,summer,4,21,False,False,leisure,22,61447.55215937167,0.9262742958473955,0.31872526011848645,0.6788352656795609,train,True,True,False,1.2286462478177427,1.25,0.9454145600919902,1,16.43,1.19,0.924
Salerno,Cagliari,507.77064634410397,40.6824,14.7681,39.2238,9.1217,summer,5,7,True,False,leisure,22,43586.040836409855,0.624040208711745,0.38236249782783743,0.4664381670593223,bus,False,True,False,1.4388539473358122,1.25,0.959891516954158,0,72.32,6.62,0.47
Palermo,Napoli,314.03026678690725,38.1157,13.3613,40.8518,14.2681,autumn,3,21,False,False,leisure,46,56144.09814380754,0.95,0.40547994602857207,0.45497257283224624,bus,False,True,False,1.0108760923255569,0.95,1.1064961342287656,0,28.38,4.12,0.755
Pisa,Bari,604.7188459351565,43.7228,10.4017,41.1177,16.8719,autumn,1,8,False,True,leisure,45,20275.38513438862,0.8167800956336243,0.14917813445649192,0.6703280517637431,bus,False,True,False,0.9436174389442757,0.95,0.98309001308965,0,44.38,9.43,0.522
Salerno,Perugia,334.0688317641506,40.6824,14.7681,43.1107,12.3908,autumn,4,21,False,False,leisure,50,58186.89197416273,0.6350853924770582,0.19156688485259554,0.4474961313182555,bus,False,True,False,0.7761215217312855,0.95,0.8456278971235982,0,18.61,4.99,0.791
Napoli,Milano,657.5097077152005,40.8518,14.2681,45.4642,9.19,spring,6,12,True,False,leisure,22,78919.81006359006,0.7192249435758964,0.5452299818872047,0.6723956080152,bus,False,True,False,1.8732231144982014,1.05,0.9661203176919217,1,113.47,8.88,0.278
Genova,Torino,123.92488645320043,44.4056,8.9463,45.0703,7.6869,spring,2,6,False,False,leisure,57,28857.6761354099,0.5325861577190649,0.5705342054485331,0.5217381593244811,train,True,True,False,1.2030763240498958,1.05,0.8891687568343583,0,18.31,1.34,0.935
Napoli,Roma,188.4343711022584,40.8518,14.2681,41.9028,12.4964,winter,2,8,False,True,budget,43,29651.331745349096,0.95,0.1,0.20647102183124294,bus,True,True,False,1.066041138230296,0.85,0.9757478518209376,0,12.42,2.71,0.895
Venezia,Genova,289.13192209766305,45.4408,12.3155,44.4056,8.9463,summer,4,13,False,False,budget,34,40530.948730403055,0.95,0.46367691938338346,0.316319444299085,bus,False,True,False,1.3159123536075437,1.25,1.153017313587998,0,38.14,4.04,0.755
Bari,Milano,786.8962348009754,41.1177,16.8719,45.4642,9.19,winter,4,16,False,False,leisure,48,55117.19367190143,0.6796545792773276,0.6639778192486886,0.6668572622338982,bus,False,True,False,0.9736548412419259,0.85,0.8261958642485778,0,41.1,9.29,0.55
Roma,Bari,374.60021029824793,41.9028,12.4964,41.1177,16.8719,autumn,1,8,False,True,business,45,46430.699559605215,0.2698652858628375,0.6615465595440708,0.9142191274168019,bus,False,True,False,1.0019449519931878,0.95,0.9248139525665422,1,37.4,5.02,0.561
Napoli,Bologna,470.3508280863774,40.8518,14.2681,44.4949,11.3426,winter,3,14,False,False,budget,30,48109.45298839797,0.95,0.16127066928858363,0.22318389475200362,bus,False,True,False,0.6650197210051433,0.85,0.8053758131298959,1,28.35,5.97,0.749
Palermo,Genova,790.4894382572269,38.1157,13.3613,44.4056,8.9463,summer,5,12,True,False,leisure,24,61774.69701840263,0.6395392452943551,0.5216136143331591,0.5330008318202505,bus,False,True,False,1.6669707579203648,1.25,1.1548195877499128,0,127.44,9.92,0.166
Napoli,Verona,574.9982642481359,40.8518,14.2681,45.4384,10.9916,summer,0,13,False,False,business,39,67546.07978086919,0.261076871916335,0.95,0.6725982015589876,bus,False,True,False,1.5897393552972778,1.25,0.8572089756616256,1,78.88,7.74,0.313
Bologna,Milano,200.6962929151698,44.4949,11.3426,45.4642,9.19,summer,5,7,True,False,leisure,50,41557.40968946672,0.7318636212519952,0.18178674834934452,0.4933418271324402,bus,True,True,False,2.2465707737770764,1.25,0.8790966130611899,0,32.51,2.3,0.887
Bologna,Bari,586.6894487885468,44.4949,11.3426,41.1177,16.8719,summer,1,14,False,False,leisure,20,23913.720323720376,0.5422005388879862,0.4959925519912765,0.5960385551668673,bus,False,True,False,1.260830095040464,1.25,1.1521068943353523,0,83.06,8.0,0.45
Cagliari,Palermo,388.09698802679287,39.2238,9.1217,38.1157,13.3613,winter,3,7,False,False,budget,32,27913.109847365176,0.95,0.1,0.5138809660801242,bus,False,True,False,0.8385169455598535,0.85,1.1252899690551503,0,27.06,6.36,0.774
Bologna,Milano,200.6962929151698,44.4949,11.3426,45.4642,9.19,spring,4,18,False,True,leisure,38,40514.72420248655,0.6274555405948565,0.5474576367176598,0.8201434845173587,bus,True,True,False,1.8775268406283063,1.05,1.0220454827947623,1,34.79,3.45,0.825
Verona,Perugia,281.7710386926179,45.4384,10.9916,43.1107,12.3908,autumn,6,14,True,False,business,47,54013.81475380577,0.18884662560750784,0.95,0.6335908784651434,bus,False,True,False,0.8866129441294037,0.95,1.1128082055854365,0,27.6,3.61,0.761
Firenze,Perugia,117.32395682129624,43.7696,11.2558,43.1107,12.3908,autumn,2,10,False,False,leisure,51,55575.74865764018,0.8429904875701628,0.4644098563106496,0.7219782577917349,bus,False,True,False,0.7450484997289114,0.95,0.8694804184282421,0,6.79,1.55,0.885
Brescia,Venezia,164.36070575237864,45.5416,10.2118,45.4408,12.3155,autumn,4,19,False,True,leisure,52,16695.08281917226,0.701407094513129,0.6583167285031324,0.724344438124289,bus,False,True,False,1.576250167627561,0.95,1.1876542360462,1,25.87,2.93,0.837
Perugia,Verona,281.7710386926179,43.1107,12.3908,45.4384,10.9916,summer,4,10,False,False,leisure,38,34597.07633443776,0.7197397094379602,0.3413572572478232,0.5863277316175441,bus,False,True,False,1.6084832682178152,1.25,0.9534028882203045,1,41.17,3.4,0.737
Salerno,Palermo,309.93490636008715,40.6824,14.7681,38.1157,13.3613,spring,2,8,False,True,business,61,90228.7496810095,0.3254360841669548,0.7768250472845044,0.95,bus,False,True,False,1.3912092764405097,1.05,0.8170829389190642,0,24.39,4.83,0.618
Reggio Calabria,Pisa,763.91751086906,38.1061,15.6444,43.7228,10.4017,spring,2,22,False,False,leisure,36,47463.93747405076,0.8892530644996468,0.25844406826672617,0.5676932858192487,bus,False,True,False,0.9748095770678243,1.05,0.9015026391430774,0,55.27,10.69,0.498
Brescia,Roma,444.2696356016952,45.5416,10.2118,41.9028,12.4964,summer,0,8,False,True,leisure,44,62656.63814641515,0.8333111616722721,0.7198771928064054,0.4842232441176071,bus,False,True,False,2.133821764232843,1.25,0.8741367968793572,0,66.34,7.41,0.542
Milano,Cagliari,693.9234456709777,45.4642,9.19,39.2238,9.1217,winter,6,13,True,False,leisure,23,60200.92772446963,0.7792148053922955,0.271972372901924,0.8338990087037896,flight,False,False,True,0.7737004045758483,0.85,0.8986263601164178,0,131.23,3.49,0.424
Palermo,Milano,886.9574138936314,38.1157,13.3613,45.4642,9.19,summer,4,15,False,False,budget,37,26090.288097553515,0.95,0.31437429891255686,0.2885594999465319,flight,False,False,True,1.8961898737322322,1.25,1.1808497579499497,0,446.29,4.19,0.076
Genova,Pisa,138.87451511067653,44.4056,8.9463,43.7228,10.4017,winter,6,20,True,False,business,47,54718.83748426023,0.18299659196674584,0.7939408014222401,0.8687603114557023,bus,False,True,False,0.7689382585815963,0.85,1.1867990782034776,0,11.2,2.15,0.935
Palermo,Firenze,653.0202356768729,38.1157,13.3613,43.7696,11.2558,autumn,3,7,False,False,leisure,34,91968.55293493997,0.39389790741995606,0.3861587922227566,0.5115176995257648,bus,False,True,False,1.3678851706452402,0.95,1.1701147124906472,1,83.89,9.94,0.306
Firenze,Roma,230.90767784182412,43.7696,11.2558,41.9028,12.4964,winter,4,21,False,False,business,31,64944.58524217132,0.15957035977446135,0.8845410710295037,0.95,train,True,True,False,0.9014805416486557,0.85,1.1939516689321743,0,32.97,3.15,0.835
Verona,Firenze,186.7368694197564,45.4384,10.9916,43.7696,11.2558,autumn,0,13,False,False,leisure,61,80468.64010400695,0.7795769316448647,0.3011302735041026,0.6992296845163233,bus,False,True,False,1.384139946416006,0.95,0.8123139084250569,1,18.22,2.73,0.911
Genova,Roma,400.4015602913786,44.4056,8.9463,41.9028,12.4964,autumn,2,11,False,False,leisure,28,54538.10636754721,0.57375407812606,0.1,0.46356847887870545,bus,False,True,False,1.230357824306928,0.95,1.0184332657287198,0,37.18,5.9,0.696
Verona,Milano,140.56002944654563,45.4384,10.9916,45.4642,9.19,autumn,5,6,True,False,leisure,62,28193.473232824035,0.5960095424662447,0.5227963744289352,0.44843798024976356,bus,False,True,False,1.5117250680722993,0.95,1.0258737954192503,0,17.12,2.06,0.931
Bologna,Milano,200.6962929151698,44.4949,11.3426,45.4642,9.19,summer,5,6,True,False,leisure,30,26985.668161633366,0.6531869367601345,0.42701166788591993,0.6248985352996013,train,True,True,False,2.5612580178716784,1.25,0.9729460031399209,1,89.98,2.05,0.72
Milano,Bari,786.8962348009754,45.4642,9.19,41.1177,16.8719,summer,5,11,True,False,leisure,58,52812.211654809755,0.7503263295280826,0.4353714921339308,0.7673082331340748,bus,False,True,False,1.5129936976233986,1.25,0.9457627581635395,0,106.14,11.03,0.2
Perugia,Cagliari,511.44712768742437,43.1107,12.3908,39.2238,9.1217,summer,4,20,False,False,budget,31,41185.14577942657,0.919139397391897,0.2946846648389958,0.3686214755220134,bus,False,True,False,1.0785741575634178,1.25,1.003983957525623,0,52.44,7.56,0.642
Torino,Brescia,204.28756823184764,45.0703,7.6869,45.5416,10.2118,spring,6,9,True,True,leisure,55,50042.57790642402,0.4558598210711307,0.39925219875725126,0.5268452434944567,bus,False,True,False,1.2096716506960477,1.05,0.8593511287281224,0,19.06,3.63,0.893
Firenze,Genova,197.5400929972036,43.7696,11.2558,44.4056,8.9463,autumn,6,19,True,True,leisure,50,45048.60236754334,0.7309761449460548,0.19795369534561247,0.845381840573043,bus,False,True,False,1.2031216727915022,0.95,0.8057096992889459,0,14.16,3.11,0.932
Genova,Brescia,160.82407439026616,44.4056,8.9463,45.5416,10.2118,winter,0,11,False,False,budget,32,32442.8357376275,0.95,0.1,0.2986333751991426,bus,False,True,False,0.4588906564924751,0.85,0.9038650054725905,0,7.56,2.38,0.88
Torino,Roma,523.8515931199344,45.0703,7.6869,41.9028,12.4964,autumn,3,10,False,False,leisure,34,52575.86158082771,0.821255991265498,0.32583534478321496,0.3333034801889027,bus,False,True,False,1.177566944828611,0.95,1.1473084634163038,1,68.46,7.3,0.553
Verona,Palermo,837.5144249824892,45.4384,10.9916,38.1157,13.3613,summer,5,19,True,True,leisure,37,38315.17240335159,0.95,0.5969321604095736,0.6331112917152637,bus,False,True,False,2.4005848384074056,1.25,1.0044301011961008,0,180.77,14.05,0.068
Milano,Brescia,80.0956664659833,45.4642,9.19,45.5416,10.2118,summer,5,20,True,False,leisure,69,76972.5925307604,0.95,0.6215094908555027,0.5866313087702999,bus,False,True,False,1.2557360970088813,1.25,1.0254043172274288,1,14.51,1.24,0.925
Reggio Calabria,Bologna,795.8249306427862,38.1061,15.6444,44.4949,11.3426,summer,0,7,False,False,leisure,41,25190.161460023857,0.8549464806943805,0.2529808751546647,0.525992453904,bus,False,True,False,1.3689078685330311,1.25,1.0721152235097449,0,99.61,10.73,0.248
Milano,Catania,1011.0699862116215,45.4642,9.19,37.5079,15.083,spring,5,11,True,False,leisure,32,73374.20373348016,0.6511752816315601,0.33422543032130336,0.761327278769874,bus,False,True,False,1.2392807431676554,1.05,1.0028338300270514,0,111.02,13.28,0.206
Cagliari,Pisa,511.4869503559189,39.2238,9.1217,43.7228,10.4017,winter,4,11,False,False,leisure,26,38782.6325810962,0.7141287661212127,0.3840948328923907,0.4375310834942986,bus,False,True,False,0.61454292771146,0.85,0.848359869885423,0,24.94,6.69,0.678
Pisa,Reggio Calabria,763.91751086906,43.7228,10.4017,38.1061,15.6444,summer,6,8,True,True,leisure,22,63910.21285600817,0.4838656941336379,0.5331051606663665,0.8797458381319134,bus,False,True,False,1.214106345211932,1.25,0.8952123401329538,0,84.65,12.7,0.293
Palermo,Verona,837.5144249824892,38.1157,13.3613,45.4384,10.9916,winter,2,19,False,True,leisure,53,39792.01894120453,0.7767240497620823,0.2744335472529796,0.6660524348999467,bus,False,True,False,0.9657269913018404,0.85,0.9890724253597729,0,54.46,14.54,0.46
Genova,Pisa,138.87451511067653,44.4056,8.9463,43.7228,10.4017,autumn,6,10,True,False,leisure,26,16054.631200793645,0.95,0.6683774967352145,0.3780809028525911,bus,False,True,False,1.1581759700081937,0.95,0.9420175520689646,0,11.99,1.79,0.88
Verona,Cagliari,707.863215604928,45.4384,10.9916,39.2238,9.1217,autumn,2,10,False,False,budget,28,26029.632015394003,0.95,0.37634429118247925,0.2024717528910141,bus,False,True,False,0.7890854411712218,0.95,1.1908859915270746,1,74.43,12.12,0.511
Bologna,Pisa,114.07757628795046,44.4949,11.3426,43.7228,10.4017,spring,2,22,False,False,business,42,38453.48788249099,0.1,0.7397701936047713,0.3954675467871332,bus,False,True,False,1.0502705066623297,1.05,1.0302014428385666,0,10.73,1.64,0.894
Genova,Pisa,138.87451511067653,44.4056,8.9463,43.7228,10.4017,winter,4,20,False,False,business,35,96477.17665675475,0.3313307049611173,0.95,0.773517429801266,bus,False,True,False,0.6542065842662517,0.85,1.0806774015001333,0,8.59,1.78,0.909
Salerno,Brescia,654.5268007886989,40.6824,14.7681,45.5416,10.2118,winter,1,12,False,False,leisure,44,63594.39655351886,0.7390836965076867,0.14329119808160423,0.5730292994383742,bus,False,True,False,0.4947438638303264,0.85,1.1885287570101815,1,49.63,9.53,0.497
Torino,Verona,261.8801224594127,45.0703,7.6869,45.4384,10.9916,spring,6,12,True,False,leisure,22,21704.49259860164,0.4893102347293057,0.4268515806579364,0.5407237040545012,bus,False,True,False,1.6222566663711564,1.05,0.8019613511934298,0,24.1,3.09,0.857
Firenze,Palermo,653.0202356768729,43.7696,11.2558,38.1157,13.3613,autumn,5,20,True,False,leisure,25,83873.27245266951,0.7069047798047527,0.40140174847149007,0.7917494711289831,bus,False,True,False,1.3454248568386256,0.95,1.1221392070313074,1,93.19,8.86,0.344
Torino,Cagliari,660.743062984824,45.0703,7.6869,39.2238,9.1217,autumn,5,6,True,False,budget,21,59800.81159785061,0.7531750505109955,0.1,0.1,bus,False,True,False,0.977604187751437,0.95,1.0777902657130085,0,60.67,9.74,0.549
Bologna,Venezia,130.07793723339572,44.4949,11.3426,45.4408,12.3155,winter,5,8,True,True,leisure,48,41086.52758182476,0.8414681024821474,0.39710444355745067,0.6102778680192756,bus,False,True,False,1.4746645239107914,0.85,0.8395719302524286,0,10.01,1.89,0.905
Reggio Calabria,Perugia,620.4443506941549,38.1061,15.6444,43.1107,12.3908,autumn,1,11,False,False,business,38,55538.10198247673,0.1,0.9331527679276608,0.8359327354951843,bus,False,True,False,0.6757439420789512,0.95,0.9770463286477212,0,39.83,8.71,0.269
Brescia,Reggio Calabria,940.843921372039,45.5416,10.2118,38.1061,15.6444,autumn,0,22,False,False,leisure,26,51688.59278733596,0.8961801415542672,0.3276815638368539,0.6495365888560182,bus,False,True,False,0.5125088506248349,0.95,0.8371872784420068,0,48.64,11.99,0.506
Salerno,Milano,698.2094152942275,40.6824,14.7681,45.4642,9.19,spring,0,17,False,True,business,21,26208.270545629162,0.1,0.95,0.6906877277202667,bus,False,True,False,1.7703321594983576,1.05,0.8553250226920929,0,71.59,9.34,0.207
Cagliari,Reggio Calabria,579.6512961912498,39.2238,9.1217,38.1061,15.6444,autumn,0,17,False,True,leisure,30,48167.995159357495,0.6124509114677162,0.4355922884657476,0.5030386464344176,bus,False,True,False,0.6518452708624112,0.95,0.9985227847859748,0,39.08,8.8,0.599
Bologna,Catania,837.6836552084434,44.4949,11.3426,37.5079,15.083,autumn,3,11,False,False,leisure,52,76569.34907743162,0.8731112467143312,0.43867764020441946,0.7160216848419753,bus,False,True,False,0.769563271810219,0.95,1.1700182496459872,0,70.99,11.77,0.389
Pisa,Milano,216.09499076578254,43.7228,10.4017,45.4642,9.19,autumn,4,20,False,False,budget,20,48690.87139041714,0.95,0.4504092820141443,0.15473759546415325,bus,False,True,False,1.1373793179918823,0.95,1.1984185298680192,1,27.0,3.74,0.815
Reggio Calabria,Napoli,327.34944460362357,38.1061,15.6444,40.8518,14.2681,autumn,3,15,False,False,business,57,84306.97930828694,0.11026167578857517,0.704871737967976,0.7045151071665992,bus,False,True,False,0.9740124021785423,0.95,1.115909104204847,0,28.82,4.27,0.68
Reggio Calabria,Bari,350.98395092002374,38.1061,15.6444,41.1177,16.8719,spring,0,9,False,True,budget,34,10000.0,0.7365198498465981,0.2562260985302004,0.4749818545399037,train,True,True,False,1.1334981804503501,1.05,1.1545802798702396,0,73.69,5.15,0.621
Firenze,Catania,767.2849235657435,43.7696,11.2558,37.5079,15.083,spring,2,20,False,False,leisure,57,12663.44201099256,0.6646660255667252,0.2733307231317137,0.3979916352951539,bus,False,True,False,0.9622695446395115,1.05,1.0844611073457238,1,94.27,10.83,0.305
Verona,Firenze,186.7368694197564,45.4384,10.9916,43.7696,11.2558,autumn,4,14,False,False,leisure,36,38737.14834860226,0.95,0.32843132127993824,0.3507265747694942,bus,False,True,False,1.2238866507918438,0.95,0.9198318651984464,0,14.63,2.18,0.859
Napoli,Pisa,450.53177102657014,40.8518,14.2681,43.7228,10.4017,autumn,2,21,False,False,leisure,54,74616.49064817569,0.6629411529850812,0.1,0.8793844309178301,bus,False,True,False,0.7823907339389401,0.95,0.8331468253652979,0,26.05,5.86,0.756
Reggio Calabria,Bari,350.98395092002374,38.1061,15.6444,41.1177,16.8719,spring,3,11,False,False,business,32,49091.125143931524,0.1,0.95,0.9323718044726182,train,True,True,False,1.0242004357984003,1.05,1.1809237876777448,0,72.5,3.63,0.842
Reggio Calabria,Genova,896.0841828577638,38.1061,15.6444,44.4056,8.9463,spring,4,9,False,True,business,41,44428.82085685784,0.272423437178904,0.8937551894330902,0.7378433172990073,bus,False,True,False,1.2221450332012282,1.05,0.9245375101495161,0,79.67,11.6,0.11
Genova,Firenze,197.5400929972036,44.4056,8.9463,43.7696,11.2558,winter,1,18,False,True,business,56,35091.41085828921,0.3370864854856419,0.8782200527837659,0.6988584340755439,bus,False,True,False,1.2631558800288796,0.85,1.1532442846931013,0,16.72,3.83,0.715
Firenze,Bologna,80.94663031227816,43.7696,11.2558,44.4949,11.3426,summer,3,10,False,False,leisure,63,94039.05436341776,0.6436175298112106,0.36287170095804916,0.8278913242661987,train,True,True,False,1.3667199586183099,1.25,1.0193920807948913,0,19.05,1.2,0.898
Napoli,Milano,657.5097077152005,40.8518,14.2681,45.4642,9.19,spring,4,12,False,False,leisure,67,16106.707253836918,0.7766907923374936,0.5324765700702359,0.4834918018850581,bus,False,True,False,1.5659150579849883,1.05,1.0727305894298906,0,73.68,10.14,0.414
Reggio Calabria,Verona,901.6059007911867,38.1061,15.6444,45.4384,10.9916,winter,2,18,False,True,leisure,35,67541.83417737034,0.95,0.4875147931688726,0.7137927056491787,bus,False,True,False,0.8619548470518801,0.85,1.1638023881967938,1,92.81,16.14,0.299
Reggio Calabria,Bari,350.98395092002374,38.1061,15.6444,41.1177,16.8719,autumn,1,22,False,False,business,42,76083.51214955378,0.40994438824783985,0.7746430394080577,0.7056696321379903,train,True,True,False,0.7727967276873284,0.95,1.1831482305374492,0,56.86,3.55,0.766
Salerno,Bari,183.31805359173563,40.6824,14.7681,41.1177,16.8719,spring,1,21,False,False,business,30,65726.74541746048,0.2400314046507332,0.8677331094882055,0.7072583753483305,bus,False,True,False,1.0343243395444677,1.05,1.1371243538958917,0,18.58,2.68,0.807
Reggio Calabria,Verona,901.6059007911867,38.1061,15.6444,45.4384,10.9916,autumn,6,12,True,False,leisure,50,29409.606934812204,0.95,0.30065766864435417,0.4211710412666385,bus,False,True,False,1.2205515256384978,0.95,0.923799716544691,0,76.62,12.68,0.401
Pisa,Roma,264.83980051455734,43.7228,10.4017,41.9028,12.4964,summer,6,12,True,False,leisure,58,43846.64629481944,0.8314216572289818,0.3246060313979881,0.82639738535826,bus,False,True,False,2.662442530135589,1.25,0.9913884054005652,1,71.31,3.27,0.674
Milano,Bari,786.8962348009754,45.4642,9.19,41.1177,16.8719,winter,1,6,False,False,business,46,58600.150053150675,0.40154748267738205,0.95,0.9442038526197596,bus,False,True,False,0.6050289059618005,0.85,1.0447190897589929,1,56.89,11.07,0.153
Catania,Torino,1042.5474671921197,37.5079,15.083,45.0703,7.6869,spring,0,22,False,False,budget,36,10656.135164240433,0.95,0.20446528881686132,0.36577934017351654,bus,False,True,False,1.0640501871053405,1.05,1.1852465095987619,0,116.15,13.56,0.314
Palermo,Brescia,865.7844690882073,38.1157,13.3613,45.5416,10.2118,summer,1,15,False,False,leisure,51,51060.27717108262,0.9325196708271781,0.32052202844613886,0.594306777973456,bus,False,True,False,0.9449680248134407,1.25,0.8242171125276779,1,81.19,12.1,0.354
Catania,Genova,923.4070866903812,37.5079,15.083,44.4056,8.9463,autumn,4,21,False,False,leisure,54,76707.49257765178,0.9354170836551747,0.2752455537911677,0.4682192720246186,bus,False,True,False,0.886647322352557,0.95,1.199061824542575,0,72.03,14.25,0.364
Genova,Verona,197.77884609135177,44.4056,8.9463,45.4384,10.9916,spring,0,14,False,False,leisure,37,54004.33503874064,0.9189206388911249,0.605660095456039,0.6843039953482678,bus,False,True,False,1.1479444677334794,1.05,0.9091789342050117,0,17.34,2.57,0.933
Pisa,Torino,262.60434927207007,43.7228,10.4017,45.0703,7.6869,spring,1,16,False,False,business,39,44287.16201816582,0.3486651451891416,0.95,0.4521326764739902,bus,False,True,False,1.0684504475533487,1.05,0.9088885206379437,0,20.08,2.99,0.791
Brescia,Salerno,654.5268007886989,45.5416,10.2118,40.6824,14.7681,autumn,1,13,False,False,leisure,63,14254.645206339668,0.7785519411367727,0.4678386444145233,0.4583682191497811,bus,False,True,False,0.5746517506162327,0.95,1.1339855930911433,0,47.61,9.41,0.479
Torino,Genova,123.92488645320043,45.0703,7.6869,44.4056,8.9463,summer,0,10,False,False,leisure,18,29674.656392050823,0.95,0.5768983325601007,0.7399588341114735,train,True,True,False,1.1588255581596996,1.25,0.9766810223499031,0,24.35,1.74,0.873
Bologna,Roma,303.01342339044487,44.4949,11.3426,41.9028,12.4964,spring,6,8,True,True,leisure,45,22103.883253482774,0.8846760183937767,0.4733303797124423,0.635267485081376,bus,False,True,False,2.186744588757137,1.05,1.0210092555901524,0,50.25,4.26,0.736
Reggio Calabria,Bologna,795.8249306427862,38.1061,15.6444,44.4949,11.3426,winter,4,11,False,False,leisure,33,74062.74169265595,0.7047896884797066,0.4165651798625871,0.7933310048561734,bus,False,True,False,0.769470624583572,0.85,0.9020106034632628,0,42.81,11.48,0.523
Torino,Bologna,295.50471306375,45.0703,7.6869,44.4949,11.3426,spring,4,17,False,True,business,52,62267.12894811238,0.1,0.719489645247872,0.8614757632508058,bus,False,True,False,1.3670795702675946,1.05,1.0376025396417972,0,31.88,4.56,0.646
Venezia,Catania,911.5757951888478,45.4408,12.3155,37.5079,15.083,winter,2,19,False,True,budget,29,32837.30369886001,0.95,0.28337688840547515,0.3791501074940593,bus,False,True,False,0.6729098104729742,0.85,1.1699774048260456,0,54.81,14.77,0.546
